0.071655	-0.318359	-0.398071	-0.000763	-0.007888	0.003817	1
0.071411	-0.317627	-0.401245	-0.000636	-0.008206	0.003308	2
0.071899	-0.317017	-0.396729	-0.001399	-0.008142	0.003308	3
0.073853	-0.316772	-0.399902	-0.001845	-0.008779	0.003181	4
0.074341	-0.316040	-0.399902	-0.002735	-0.008333	0.003626	5
0.071777	-0.317261	-0.395142	-0.002799	-0.007952	0.003053	6
0.073853	-0.316162	-0.397217	-0.001718	-0.006997	0.002863	7
0.072021	-0.314575	-0.395874	-0.002036	-0.006170	0.002099	8
0.071655	-0.316528	-0.391357	-0.003053	-0.005598	0.001718	9
0.070923	-0.319092	-0.392822	-0.003499	-0.005280	0.001209	10
0.071289	-0.318481	-0.395752	-0.003244	-0.004198	0.001145	11
0.069702	-0.318481	-0.392456	-0.002990	-0.004071	0.000763	12
0.071411	-0.316284	-0.392700	-0.002990	-0.003181	0.000891	13
0.069336	-0.318604	-0.389771	-0.003626	-0.002099	0.000191	14
0.070435	-0.317993	-0.388794	-0.004898	-0.002226	0.000509	15
0.069336	-0.318848	-0.388794	-0.005407	-0.002417	0.000064	16
0.068359	-0.318726	-0.389404	-0.005471	-0.002481	0.000064	17
0.068237	-0.320068	-0.391968	-0.005534	-0.002926	0.000700	18
0.069092	-0.321655	-0.394287	-0.006425	-0.003753	0.000763	19
0.067749	-0.322510	-0.395630	-0.006934	-0.003944	0.000891	20
0.069214	-0.323242	-0.396606	-0.007061	-0.003690	0.001209	21
0.071533	-0.321655	-0.397827	-0.007570	-0.004707	0.000509	22
0.072266	-0.323730	-0.394287	-0.007888	-0.005280	0.000891	23
0.070435	-0.326660	-0.393799	-0.006997	-0.005216	0.000827	24
0.071045	-0.328247	-0.395142	-0.005662	-0.005025	0.000827	25
0.070679	-0.326538	-0.391846	-0.003753	-0.005662	0.000700	26
0.071411	-0.321045	-0.392822	-0.001399	-0.005852	0.000827	27
0.073242	-0.314331	-0.395386	0.000254	-0.005089	0.000891	28
0.078125	-0.313965	-0.391602	-0.000891	-0.004962	0.000763	29
0.075073	-0.318359	-0.390137	-0.003880	-0.004071	0.000700	30
0.073364	-0.325317	-0.384521	-0.004707	-0.002863	0.000954	31
0.076050	-0.323608	-0.383911	-0.002672	-0.003499	0.001081	32
0.074707	-0.318726	-0.385620	-0.000445	-0.003753	0.000827	33
0.074829	-0.313354	-0.383911	-0.000763	-0.003308	0.000191	34
0.072632	-0.312378	-0.389160	-0.002481	-0.002735	-0.000254	35
0.074097	-0.319214	-0.386597	-0.003944	-0.002163	-0.000382	36
0.072510	-0.324341	-0.393066	-0.003690	-0.001718	-0.000382	37
0.073120	-0.318481	-0.393921	-0.002163	-0.001463	-0.001081	38
0.072876	-0.314575	-0.397827	-0.001527	-0.001845	-0.000700	39
0.072510	-0.314209	-0.396973	-0.002735	-0.001845	-0.000700	40
0.070435	-0.315796	-0.395874	-0.004071	-0.001145	-0.001145	41
0.068848	-0.323730	-0.391968	-0.005089	-0.001081	-0.001718	42
0.066650	-0.327271	-0.387207	-0.004580	-0.001654	-0.001145	43
0.067993	-0.328125	-0.391968	-0.003308	-0.002036	-0.001081	44
0.068115	-0.322632	-0.394897	-0.001718	-0.003053	-0.000700	45
0.069946	-0.319946	-0.397217	-0.002545	-0.003880	-0.000573	46
0.069946	-0.323730	-0.397095	-0.004453	-0.004389	-0.000191	47
